Name	Set	ImageFile	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Grudge Berserker	2	EN2-130	Resonator	Undead	[b][2]	3	400	400	Darkness	C	[Continuous] Whenever a resonator is put into a graveyard from a field, this card gains [+400/+400] until end of turn. This ability can be activated up to two times per turn.
Disappointing Swordsman	2	EN2-131	Resonator	Undead	[b][1]	2	200	200	Darkness	C	[Break] Target player discards a card from his or her hand. <br />[Continuous] When this card is destroyed by battle damage, target player discards a card from his or her hand.
Compensation Warrior	2	EN2-132	Resonator	Undead	[b][1]	2	200	200	Darkness	C	[Break] This card deals 300 damage to each player for each resonator in his or her field. <br />[Continuous] Whenever this card is dealt damage, this card deals damage to all players equal to that damage.
Cemetery Rose	2	EN2-136	Addition: Field		[b][b][2]	4			Darkness	U	[Continuous] When a spell card is put into a graveyard, this card deals 400 damage to each player.
Circle of Specter	2	EN2-137	Addition: Field		[b][b][2]	4			Darkness	C	[Continuous] Each resonator cannot be returned to any player's hand. <br />[Continuous] At the end of your recovery phase, banish this card, unless you pay 500 life.
Paradise of the Exiled	2	EN2-138	Addition: Field		[b][b][1]	3			Darkness	R	[Continuous] Dark attribute resonators gain [+200/+200]. <br />[Continuous] Whenever a resonator in your field is put into a graveyard, put two cards from your main deck into your graveyard.<br />[Continuous] When this card is destroyed, destroy all dark attribute resonators.
Sword of Miasma	2	EN2-141	Addition: Resonator		[b][b]	2			Darkness	C	[Continuous] Resonator with this gains [+800/0]. <br />[Continuous] At the end of your turn, banish this card unless you pay 500 life.
Heavy Rain of Distress	2	EN2-143	Spell	Chant	[b][b][b][b]	4			Darkness	U	Destroy target card in a magic stone area and destroy target resonator.
Curse of Garmheld	2	EN2-145	Spell	Chant	[b][b]	2			Darkness	C	[Break] Rest all recovered cards in your magic stone area. This card deals 100 damage for each card rested this way to target resonator or player. <br />Rest all recovered cards in your magic stone area. This card deals 100 damage for each card rested this way to target resonator or player and you gain that much life.
Unreasonable Choice	2	EN2-148	Spell	Chant	[b][2]	3			Darkness	C	Choose two cards in your hand. Choose a card at random from among them. If the chosen card is a resonator, put it into your field and put the other into your graveyard. Otherwise put both of them into your graveyard.
Soul Slave	2	EN2-153	Spell	Chant - Standby	[b][b]	2			Darkness	C	[Trigger] At the beginning of a battle phase, banish a resonator in your field: Choose target resonator in your oponent's field. When it's destroyed in this battle phase, put it into your field. It loses all abilities until end of turn.
Revive Gimmick	2	EN2-155	Resonator	Gimmick	[5]	5	500	500	Void	U	[Enter] Choose an attribute. As long as this card is in your field, treat this card as a resonator of that attribute. <br />[Activate] Pay {3}: Put this card from your graveyard into your field rested. You can activate this ability only in your main phase.
Tone Gimmick	2	EN2-156	Resonator	Gimmick	[2]	2	400	400	Void	C	[Break] Put this card into your field.
Triumph Gate of Spellproof	2	EN2-157	Addition: Field		[5]	5			Void	U	[Continuous] All players cannot play spells and [Activate] of resonators in any battle phase.
The Gate	2	EN2-158	Spell	Chant	[10]	10			Void	U	[Break] Put this card into your hand. <br />Search for three cards from your opponent's main decd and put them into his or her graveyard. Then shuffle the main deck.
Sister of Linorsphairia	3	EN3-001,EN3-001-j	Ruler				0//600	0//600	Light	R	[J-Activate] Pay {W}{W}{2} <br />[Activate] {Rest}: Look at the top three cards of your magic stone deck, choose a light magic stone from among them and put it into your magic stone area. Put the rest on the bottom of your magic stone deck in any order.//[Enter]Your Resonators gain [+200/+200] until end of turn. You may rest up to two target resonators in your opponent's field. <br />[Enter] Reveal the top card of your magic stone deck and put it into your magic stone area.
Angrboda, the Sunset Giant	3	EN3-002	Resonator	Giant	[w][w][w][4]	7	1400	1700	Light	SR	[Break] Put this card into your hand. <br />When this card is a summon spell players cannot chase cards with total cost 4 or less.<br />[Continuous] This card cannot be targeted by spells with total cost 4 or less or abilities on a card with total cost 4 or less.<br />[Continuous] At the end of your recovery phase, pay {W}{W}{2} or put this card on the bottom of your main deck.<br />[Continuous] When this card deals battle damage to a player, you gain life equal to half of that damage (roud up to the nearest hundred).
Eletos, the Granite Giant	3	EN3-003	Resonator	Giant	[w][w][2]	4	900	1100	Light	U	
Balder, the Light God of White Heaven	3	EN3-004	Resonator	Deity	[w][3]	4	700	600	Light	R	[Break] Choose a [Race:Deity] dark attribute resonator with total cost 4 or less in your graveyard and put it into your hand.<br />While this card is a summon spell, players cannot chase. <br />[Enter] Remove target dark attribute resonator in your opponent's field. Players cannot chase this [Enter].
Griffon	3	EN3-005	Resonator	Divine Beast	[w][w]	2	300	200	Light	C	[Flying]<br />[First Strike]
Ancient Dragon	3	EN3-006	Resonator	Dragon	[w][4]	5	800	1100	Light	R	[Break] Target resonator gains [+0/+400] until end of turn.<br />[Continuous] When this card is destroyed, target resonator cannot be dealt any battle damage until end of turn.<br />[Enter] Draw a card from your main deck.
Perseus, the Sword of Shining Heaven	3	EN3-007	Resonator	Angel	[w][w][3]	5	900	700	Light	C	[Flying]<br />[Target Attack]
Merlin, the Wizard of Round Table	3	EN3-008	Resonator	Wizard	[w][w][2]	4	200	500	Light	R	[Activate] Pay {W}{1},{Rest}: Recover target resonator or J-ruler in your field. This ability can only be activated once each turn.
Warder of Light Chain	3	EN3-009	Resonator	Wizard	[w][1]	2	200	300	Light	U	[Activate] {Rest}: Rest target resonator with total cost 3 or less in your opponent's field.
Brunhild, the Valkyrie	3	EN3-010	Resonator	Knight	[w][2]	3	300	400	Light	U	[Continuous] This card gains [+100/+100] if you have a [Race:Hero] card in your field or ruler area.<br />[Continuous] Your other [Race:Knight] resonators gain [+100/+100].
Knight of Barbaric Axe	3	EN3-011	Resonator	Knight	[w][2]	3	900	500	Light	C	[Break] Target resonator gains [Target Attack] until end of turn.
Knight of Tough Shield	3	EN3-012	Resonator	Knight	[w][1]	2	300	700	Light	U	[Break] Put this card into your field.
Knight of the Twin Swords	3	EN3-013	Resonator	Knight	[w]	1	200	300	Light	C	[Break] Put this card into your field.
Aslan	3	EN3-014	Resonator	Lion	[w][2]	3	300	500	Light	C	[Break] Choose a [Race:Lion] resonator in your graveyard and put it in your hand.<br />[Activate] Pay {W}: Another target [Race:Lion] resonator can attack during the turn that it was put into a field.
Light of Truth	3	EN3-015	Addition: Field		[w][w]	2			Light	U	[Break] Target player draws a card from his or her main deck.<br />[Continuous] Reveal your hand. When you have no cards in your hand, banish this card.<br />[Continuous] Your light attribute resonators gain [+200/+0]
Purify Souls	3	EN3-016	Addition: Field		[w]	1			Light	C	[Continuous] When a resonator with total cost 4 or more is put into a graveyard, remove it. This ability is applied to all players.
Sleipnir	3	EN3-017	Addition: Resonator		[w][w][1]	3			Light	C	[Continuous] Resonator with this gains [Flying] and [First Strike].<br />[Activate] Pay {W}{W}{W}: Add this on another target resonator. This aility can only be activated once each turn.
Mjolnir, the Hammer of White Lightning	3	EN3-018	Addition: Resonator		[w][w][1]	3			Light	R	"When this card is put into a graveyard from hand or field, if you have ""Thor, the White Lightning"" in your field, you may put this card into your hand.<br />[Continuous] Resonator with this gains [+300/+300] and [Target Attack]"
Relic Research Party	3	EN3-019	Spell	Chant	[w][1]	2			Light	C	[Break] Choose an [Addition:Resonator] in your graveyard and put it into your hand.<br /> Search for an [Addition: Resonator]from your main deck, reveal it and put it into your hand. Shuffle your maind deck.
Head of Mimir	3	EN3-020	Spell	Chant	[w][1]	2			Light	U	Players cannot chase the next spell you play this turn.
Kvesa Gardula	3	EN3-021	Spell	Chant - Instant	[w][1]	2			Light	C	[Break] Put this card into your hand.<br />Choose target resonator in your opponent's field. Battle damage dealt by cards except for the chosen resonator becomes 0 until end of turn.
Order of Retirement	3	EN3-022	Spell	Chant - Instant	[w][1]	2			Light	R	[Break] Put this card into your hand.<br />Remove target non-[Race:Deity] resonator with total cost {4} or less. Then the owner of that resonator gains life equal to its ATK.
Fruits of Dawn	3	EN3-023	Spell	Chant - Standby	[w][w]	2			Light	U	[Break] You gain 800 life.<br />[Trigger] Pay {W}: You gain 800 life. Target resonator cannot be dealt any battle damage until end of turn.
Mumble of Summer Wind	3	EN3-024	Spell	Chant - Standby	[w][w]	2			Light	C	[Trigger] During your battle phase: Your resonators gain [Flying] until end of turn.
Flame Entertainer	3	EN3-025,EN3-025-j	Ruler				0//600	0//600	Fire	R	[J-Activate] Pay {R}{R}{2}<br />[Activate] {Rest}: Look at the top three cards of your magic stone deck, choose a fire magic stone from among them and put it into your magic stone area. Put the rest on the bottom of your magic stone deck in any order.//[Enter] This card deals 600 damage to an opponent and target resonator in your opponent's field.<br />[Enter] Reveal the top card of your magic stone deck and put it into your magic stone area.
Surtr, the Incinerating Giant	3	EN3-026	Resonator	Giant	[r][r][r][4]	7	1800	1200	Fire	SR	[Break] Put this card into your hand.<br />When this card is a summon spell players cannot chase cards with total cost 4 or less.<br />[Continuous] This card cannot be targeted by spells with total cost 4 or less or abilities on a card with total cost 4 or less.<br />[Continuous] At the end of your recovery phase, pay {R}{R}{2} or put this card to the bottom of your main deck.<br />[Continuous] Whenever you attack with this card, it deals 800 damage to target resonator, if it deals more damage than DEF of the resonator, this card deals number of damage more than the DEF to the controller of that resonator.
Bogallo, the Lava Giant	3	EN3-027	Resonator	Giant	[r][r][2]	4	1300	700	Fire	U	
Tyr, the Brave War God	3	EN3-028	Resonator	Deity	[r][r][2]	4	1000	400	Fire	R	While this card is a summon spell, players cannot chase.<br />[Pierce]<br />[Enter] Your resonators gain [Pierce] until end of turn. Players cannot chase this [Enter].
Rio, the Sword Dancer of Crimson Fire	3	EN3-029	Resonator	Samurai	[r][r][1]	3	800	300	Fire	C	[Continuous] At the end of the turn, put this card into its owner's hand.<br />[Enter] This card can attack during the turn that it was summoned.
Cannoner of Asakna	3	EN3-030	Resonator	Samurai	[r][2]	3	600	400	Fire	U	[Break] Target resonator gains [Target Attack] until end of turn. <br />[First Strike]
Attendant of Asakna	3	EN3-031	Resonator	Samurai	[r][1]	2	300	400	Fire	C	[Activate] {Rest}: Target resonator can attack during the turn that it was put into a field.
Guerrilla Soldier of Asakna	3	EN3-032	Resonator	Samurai	[r]	1	300	200	Fire	C	[Break] Put this card into your field.
Manticore	3	EN3-033	Resonator	Magical Beast	[r][4]	5	700	500	Fire	R	[Break] This card deals 400 damage to target resonator or player.<br />[Flying]<br />[Enter] This card can attack during the turn that it was summoned.<br />[Enter] This card deals 500 damage to target resonator.
Mad Dog of Dichroite	3	EN3-034	Resonator	Beast	[r][3]	4	800	600	Fire	C	[Enter] This card can attack during the turn that it was summoned.
Tinder Kobold Garou	3	EN3-035	Resonator	Lycanthrope	[r][1]	2	500	400	Fire	C	[Break] Put this card into your field.
Smaug	3	EN3-036	Resonator	Dragon	[r][4]	5	1200	500	Fire	R	[Break] Target resonator gains [+400/+0] until end of turn.<br />[Enter] You may put up to three [Addition:Resonator] cards from your hand and/or your graveyard on this card.<br />[Activate] Pay {R}{1}: Banish an [Addition:Resonator] on this card. If you do, this card deals 300 damage to target resonator or player.
Barbed Volcano Scorpion	3	EN3-037	Resonator	Insect	[r][r]	2	400	300	Fire	U	[Continuous] When this card is destroyed, it deals 200 damage to target resonator or player.
Dwarven Craftsman	3	EN3-038	Resonator	Dwarf	[r][2]	3	300	200	Fire	U	[Break] Search for an Addition from your main deck, reveal it and put it into your hand. Then shuffle your main deck. <br />[Enter] Search for an Addition from your main deck, reveal it and put it into your hand. Then shuffle your main deck.
Gauguin's Studio	3	EN3-039	Addition: Field		[r][r][1]	3			Fire	R	[Continuous] Free cost for [Addition:Resonator] cards you play cost {1} less to play.<br />[Activate] Banish a recovered magic stone in your magic stone area: Search for an [Addition:Resonator] from your main deck, reveal it and put it into your hand. Then shuffle your main deck. This ability can only be activated during your recovery phase.
Dwarven Magical Mine	3	EN3-040	Addition: Field		[r][2]	3			Fire	U	[Activate] Pay {R}, reveal an addition from your hand: The attribute cost for the next [Addition:Resonator] you play costs one less to play. Attribute costs cannot be less than one. This ability can only be activated once during each turn.
